"Contact Name","Opportunity Name","Opportunity Description","Opportunity Id","Created","Updated","Owner","Milestone","Probability","Estimated Value","Currency","EUR Value","Duration Basis","Duration","Value per Duration","Actual Close Date","Expected Close Date","Contact Id","Email","Phone","Address","Tags","Quotation","Product type","Region","Type of Client","Source of lead","Out of Scope","Lost Reason"
"CR Asia Thailand","11 x ac","","10379592","2020-11-10","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","207533609","","","15/1 M.3 Bankoh-Mabkha Road,, , T.Mabkha, A.Nikhompattana,, , Rayong 21180, Thailand, Thailand","","2020CRASIA01","","","","","",""
"Pooya Afzar Pishro Co.","117 expl wall mount units split cooler","","9582334","2020-05-20","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","200311527",""," + 98 21 8817 39 23 – 26  EXT:117","No. 30, 8th Street,Ghaem Magham Farahani Ave. Tehran / Iran, Iran, Islamic Republic of","","","","","","","",""
"ALEXSISTEMIspa","12 kw 2 x","","11146639","2021-06-14","2021-06-14","Liesbeth van Tienhoven","Proposal","50%","16000.00","EUR","16000.00","fixed","","16000.00","","","215956711","","(+39) 02 9038 0626","via Emilia, 10 - Ossona (MI) Italy","","2021ALEX01 02","Airconditioner","Western Europe","Installer","Ex-M website","",""
"Space Projects Hull Ltd","12 kw mitsubishi ceiling suspended","","10230989","2020-10-13","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","206308823",""," +44 1482 211806","The Old Scotney Building, Air Street,, Off Sculcoates Lane, Hull, HU5 1RR, United Kingdom","","2020SPACE01","","","","","",""
"OHI Electronics","12 number explosion proof beacons","","10082485","2020-08-31","2020-08-31","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","204244859","sales@ohielec.com"," +968 - 24609400","Hilat Al Zajeera, Hamriya, Muscat, Oman","","","","","","","",""
"Motor Oil Hellas Corinth Refineries SA","12 x diverse AC o.a. R410 7kw Samsung","","10090202","2020-09-02","2021-05-11","Liesbeth van Tienhoven","Won","100%","91000.00","EUR","91000.00","fixed","","91000.00","2020-09-23","","200305478",""," +30.27410.48602 (ext. 2189)","71st klm old Nat.Rd Athens-Corinth, , Ag. Theodori – 20100 Corinth, Greece","","2020HELLAS03","","","","","",""
"HM Control","120.000 BTU Class1 Div 2","","10098352","2020-09-04","2020-09-07","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-09-07","","204427987","","","Mexico","","","","","","","",""
"Amazon Mes B.V.","12000 BTU, COLD OR H/C: COLD ONLY VOLTAGE 220V 50 HZ INDOOR UNIT","","9709220","2020-06-22","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","201526146",""," +3110304370","Nieuwland Parc 315D, 2952 DD Alblasserdam, Netherlands","","2020AMAZ01","","","","","",""
"Shrisailaa Technologies Pvt Ltd.","13 x 7kw","","10868190","2021-03-30","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","212747060","","","BLDG NO. A-5/703, BRAHMAND PHASE-II, CHS LTD, AZAD NAGAR,THANE (W) – 400607, India","","2021SHRISAI01","","","","","",""
"Carrier Marine & Offshore","134 outdoor units carrier ombouwen","","10143043","2020-09-17","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","204969949","","","P.O. Box 10066, Pittsburgstraat 21, 3047 BL Rotterdam, Netherlands","","2020CARRIER01 en 02","","","","","",""
"A.M.A (Auto Mecânica Alvorgense)","14 x ATEX AC split units (Your ref: 21/166-21)","","11322519","2021-07-28","2021-07-28","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","217702916","","","Rua Nova da Relvinha, nº1, Machados/Boavista, Leiria, 2420-415, Portugal","","","Airconditioner","Western Europe","Trade Agent","Ex-M website","",""
"Paumier","14kw ceiling suspended r410a","","10091000","2020-09-02","2021-05-11","Liesbeth van Tienhoven","Won","100%","8500.00","EUR","8500.00","fixed","","8500.00","2020-09-16","","200102236",""," +33 (0)2.35.10.23.50","Afleveradres door Arnaud bevestigd:, PAUMIER, Parc d’Activités des Hautes Falaises, 76400 Fécamp, FRANCE","","2020PAUM17","","","","","",""
"Yokogawa Electrical International Pte Ltd.","16 stuks HVAC voor Mozambique LNG Area1 MZLNG-A1 | HVAC Ex-Machinery","","10265973","2020-10-22","2020-10-22","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-10-22","","206642231","","","5 Bedok South Road, Singapore 469270, Singapore","","","","","","","",""
"Ray Shearer","17 x package ac voor elevator onduidelijk of atex nodig is. binnen via DI","","10753372","2021-03-02","2021-03-11","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2021-03-11","","211715508",""," +34 711 00 85 17","","","","","","","","",""
"SPIE, Scotland Multi-Technical Services","18 x wifi access point","","9890373","2020-07-22","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","202740438",""," +44 (0)141 613 7400","geen gegevens verder., United Kingdom","","","","","","","",""
"Tito Rumapea","18.000 but AC","","10215277","2020-10-08","2021-05-11","Liesbeth van Tienhoven","New","10%","54000.00","EUR","54000.00","fixed","","54000.00","","","205993793","rumapeatito@gmail.com","","","","2020PERTAM01","","","","","",""
"Electro Andiono Ltda","18000 btu","","9732593","2020-06-29","2021-05-11","Gido van Tienhoven","New","10%","5000.00","EUR","5000.00","fixed","","5000.00","","","201821039","","","Cll 135  # 17 - 12, , Bogotá D.C. , Cundinamarca, Colombia","","2020EALT01","","","","","",""
"Agyad","18000 btu AC voor KSA","","10794075","2021-03-11","2021-03-12","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","212071766","","00966 13 857 0089","Kingdom of Saudi Arabia - Eastern Province, , Al Rakah - Hail Center, Saudi Arabia","","","","","","","",""
"Integrated Engineering Services Pvt Ltd. IES","18347 Explosion proof AC","","11247633","2021-07-09","2021-07-09","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","217047088","","","A-22 (Commercial), Sui Gas Society, Near DHA Phases –V, Lahore Cantt., 54810, Pakistan","","","Airconditioner","Middle-East","Engineer","Ex-M website","",""
"Masstron Pte Ltd","1992 stuks wifi antenne","","9566532","2020-05-15","2021-05-11","Liesbeth van Tienhoven","Lost","0%","421208.00","EUR","421208.00","fixed","","421208.00","2020-08-19","","200102182","sales@masstron.com"," +65 6763 0309","No. 14, Fifth Lok Yang Road, Singapore 629763, Singapore","","WI2019MASS01","","","","","",""
"Baltic Fleet Management","1kw expl heater met marine register certificate","","10437448","2020-11-25","2020-11-25","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-11-25","","208293408","","","Riga, Latvia","","","","","","","",""
"Alhambra IT","1x wifi access point","","10737683","2021-02-25","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","211555718",""," +34 917 87 23 00","Calle de Albasanz, 16, 28037 Madrid, Spain, Spain","","WI2021ALHAMRA01","","","","","",""
"BASF SE","2 * 20Kw buitenunit en 1* VRF unit10T","Loopt vanaf 2018. Basf wil Daikins 410A modellen vervangen door dezelfde. Dan kunnen ze binnen dezelfde units blijven gebruiken. Climalogic heeft offerte gemaakt, ca. half mei.","9612099","2020-05-29","2021-05-11","Gido van Tienhoven","Won","100%","66260.00","EUR","66260.00","fixed","","66260.00","2020-06-11","","200102310",""," +49 621 600","EST/BS, J660 - 67059 Ludwigshafen am Rhein, Germany","","AC2020BASF02","","","","","",""
"PT. Satrya Layanan Nusantara","2 hp ac","","10585050","2021-01-18","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","209931898","info@satrya.co.id"," +62 21 720 5383","Komplek Perkantoran Kebayoran Baru Mall No. 16 & 17, Kebayoran Baru, Jakarta Selatan 12120","","2021SATRYA01","","","","","",""
"Enefcon","2 hvac projecten","","10074036","2020-08-27","2020-09-21","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","204150963",""," +90 216371 6595","istanbul, Turkey","","2020ENEFCON01 en 02","","","","","",""
"Crewshield International Ltd","2 split ac 50 degrees africa","","9732869","2020-06-29","2021-05-11","Gido van Tienhoven","New","10%","","","","fixed","","","","","201825563","","","Office Property NO 501, Plot No 612-213, Ras Al Khor Industrial Area, Dubai, UAE, RAK ICC, United Arab Emirates","","","","","","","",""
"KK Tan Enterprises Pte Ltd","2 Split Unit AC","KK Tan

KK Tan Enterprises Pte Ltd

Blk 26B Jalan Membina #19-188

Singapore 165026

Tel: 90298693

Email: kktan999@gmail.com","9708625","2020-06-22","2021-05-11","Liesbeth van Tienhoven","Lost","0%","9200.00","EUR","9200.00","fixed","","9200.00","2020-07-07","","201522898","kktan999@gmail.com"," +65 90298693","KK Tan Enterprises Pte Ltd, , Blk 26B Jalan Membina #19-188, ,  , Tel: +65 90298693, , Email: kktan999@gmail.com, Singapore, Singapore, 165026, Singapore","","","","","","","","Became Stale"
"Fatima Fertilizer Company Limited","2 x 1.5T window / 1.5 split 52 degrees","","9708622","2020-06-22","2021-05-11","Gido van Tienhoven","Proposal","50%","","","","fixed","","","","","201521348","","","E-110, Khayaban-e-Jinnah, Lahore Cantt., Pakistan","","2020FATI01","","","","","",""
"National Petroleum Construction Company NPCC","2 x 10kw","","9989285","2020-08-03","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","203143585","procmail@npcc.ae"," +971 2 5022299","Post Box: 2058, Abu Dhabi, United Arab Emirates","","","","","","","",""
"Frigo System s.r.l.","2 x 10kw daikin 46 graden","","11146312","2021-06-14","2021-06-18","Liesbeth van Tienhoven","Won","100%","19000.00","EUR","19000.00","fixed","","19000.00","2021-06-18","","215955413",""," +39(0)415740588","Via Del Lavoro, 4, , 30030 Salzano - Venezia, Italy","","2021FRIGOS01","Airconditioner","Western Europe","Installer","Ex-M website","",""
"Sin Lee Aircond & Refrigeration Pte Ltd","2 x 12000 btu ac","","11280728","2021-07-16","2021-07-30","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","217341792","","","1 Kaki Bukit Ave 3, Singapore 416087, Singapore","","20210016","Airconditioner","Asia","Installer","Ex-M website","",""
"Alfa Therm d.o.o.","2 x 14 kw ceiling suspended","","10519236","2020-12-22","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","209004102","","","Bišće polje bb ,88000 MOSTAR, Bosnia and Herzegovina","","2020ALFATHE01","","","","","",""
"Dron Dickson","2 x 1kw heater atex","","10985133","2021-04-30","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","213847642",""," +44 (0)1224 874554","Unit B, Craigshaw Road, Aberdeen, AB12 3AR, United Kingdom","","","","","","","",""
"Wrist-Klevenberg Ship Supply NL BV","2 x 2.5kw mitsubishi net als Thelma","","11064422","2021-05-21","2021-05-25","Liesbeth van Tienhoven","Proposal","50%","13200.00","EUR","13200.00","fixed","","13200.00","","","214748516","wika@wrist.com"," +31 - (0)10 - 283 24 00","Bunschotenweg 58, 3089 KC Rotterdam, Netherlands","","2021WRIST01Mitsubishi","Airconditioner","Western Europe","End-user","Other","",""
"HVAC Group","2 x 2.6kw met spoed","","10148139","2020-09-18","2021-05-11","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-09-21","","205008008",""," +90532786 92 79","Aladdinbey Mah. Atilla Tatveren Cad. Nr .: 28A / I, Nilüfer / BURSA, Turkey","","2020HVACGRTRK01","","","","","",""
"Kinetic Mekanik Teknolojileri","2 x 24000 btu split unit","","10085875","2020-09-01","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","204292724","","","Turkey","","","","","","","",""
"Agesa Grup","2 x 25kw Mitsubishi heavy industry","","10522804","2020-12-23","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","208882237",""," +90 312 232 35 73","Gençlik Caddesi 19 Anıttepe – Ankara, Turkey","","2020AGESA01a en 02","","","","","",""
"ERC Egyptian Refining Company","2 x 25kw redundant","","9732700","2020-06-29","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","200102065","","","Egypt","","2020EPROM01","","","","","",""
"Asian Offshore Services Sdn. Bhd.","2 x 2HP (1.5kW) air conditioner sets, ATEX zone 2 outdoor unit","","11322650","2021-07-28","2021-07-28","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","217703742","","","L11-05, Level 11, Brem Mall,, Jalan Kepong, Kuala Lumpur, 52000, Malaysia","","","Airconditioner","Asia","Installer","Ex-M website","",""
"Alpha ECC","2 x 3.5 en 2 x 6.8 cassette","","11082221","2021-05-26","2021-06-04","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","215027024","","","","","2021ALPHA01 en 02","Airconditioner","Asia","Installer","Ex-M website","",""
"Zortech Air Conditioning","2 x 3.5kw mitsubishi rac","","11167604","2021-06-18","2021-06-21","Liesbeth van Tienhoven","Proposal","50%","13000.00","EUR","13000.00","fixed","","13000.00","","","216189609","","","United Kingdom","","2021ZORT01 02","Airconditioner","Western Europe","Installer","Ex-M website","",""
"Supreme Mechanical & Engineering Equipment Trading L.L.C","2 x 36000btu ac","","10962507","2021-04-25","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","213674633","","","ADDRESS: HAMSAH-A, OFFICE NO.415, , , SAME BUILDING ANSAR GALLERY, , KARAMA, DUBAI, U.A.E, United Arab Emirates","","2021SUPREME01","","","","","",""
"E.R.S Group","2 x 3kw heater (ac aangeboden)","","10957988","2021-04-23","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","213642998",""," +353 61 417 070","Galvone Industrial Estate,, Galvone Road,, Limerick,, Ireland, V94 CA49, Ireland","","2021ERS01","","","","","",""
"Saudi Structures Contracting Co.","2 x 5kw 18000btu","","10783021","2021-03-09","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","211969853","info@saudistructures.com"," +966 2 6622101 / 6622707","P.O.Box 12596, Jeddah 21483. KSA, Saudi Arabia","","2021SAUDIS01","","","","","",""
"Descon","2 x 7kw 55 graden redundant","","10984928","2021-04-30","2021-05-03","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","213846772","","","","","","","","","","",""
"Motor Oil Hellas Corinth Refineries SA","2 x 7kW Samsung of Mr. Slim MOH-RFQ 2778964AC units","","9581300","2020-05-20","2021-05-11","Liesbeth van Tienhoven","Won","100%","18240.00","EUR","18240.00","fixed","","18240.00","2020-05-26","","200305478",""," +30.27410.48602 (ext. 2189)","71st klm old Nat.Rd Athens-Corinth, , Ag. Theodori – 20100 Corinth, Greece","","2020HELLASREF01","","","","","",""
"Koolplus Development Co. Ltd.","2 x 7kw voor Hitashi","","10648491","2021-02-03","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","210576873","","","Thailand","","2021KOOLPLUS01","","","","","",""
"Pooya Afzar Pishro Co.","2 x 7kw voor Iran","","10192192","2020-10-01","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","200311527",""," + 98 21 8817 39 23 – 26  EXT:117","No. 30, 8th Street,Ghaem Magham Farahani Ave. Tehran / Iran, Iran, Islamic Republic of","","2020POOYA01","","","","","",""
"Technigroup NV","2 x 8kw plafond onderbouw indoor only","","10749203","2021-03-01","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","200102292","info@technigroup.be","","Diamantstraat 3, BE 2200 Herentals","","2021TECHNI06","","","","","",""
"Worley","2 x ac voor battery room BP Khazzan Phase 2 project","","10134664","2020-09-15","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","204846769","","","Landmark Building, Building 5115, Way 4557, Complex 245, 3rd and 4th floor, , 23rd July Street, South Al-Khuwair,, Muscat, Oman","","2020WORLEY01 en 02","","","","","",""
"Smartdesign","2 x atex beacon","","10648367","2021-02-03","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","210576214","","","Nurmenuku tee 27, Tallinn 11914, Estonia","","BEAC2021SMARTD01","","","","","",""
"Doga Industries","2 x CARRIER","","9722553","2020-06-25","2021-05-11","Gido van Tienhoven","New","10%","","","","fixed","","","","","201717964","","","DOGA FZ :TFZ I Lot. 26-A2 90000 Tanger –Maroc, Morocco","","","","","","","",""
"AlJaber Engineering WLL","2 x daikin indoor atex zone 2","","10891504","2021-04-07","2021-06-15","Liesbeth van Tienhoven","Won","100%","","","","fixed","","","2021-06-15","","213055391","","","P.O.Box 22801, Lusail – Qatar, Qatar","","2021ALJABER01","","","","","",""
"Fine-Air Klimaattechniek","2 x daikin voor de offshore","","10444716","2020-11-27","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","208383396","","0299 475 222","Zuidermolenweg 7, 1069 CE Amsterdam, Netherlands","","2020FINE01","","","","","",""
"AC Enviro Limited","2 x indoor mitsubishi cassette","","10971846","2021-04-27","2021-06-22","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","213749377","","","United Kingdom","","2021ACENVIRO01","","","","","",""
"Ambicool Wigan Ltd","2 x mitusbi ceiling susp 10kW","","10246286","2020-10-16","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","206495414","ambicool@hotmail.co.uk","","101 Carr Lane, Wigan, Lancashire, WN3 5NH, United Kingdom","","2020AMBIC01","","","","","",""
"Sweco Nederland","2 x R410a. 2.6 en 7.1 kw","","9897371","2020-07-24","2021-05-11","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-08-06","","200102778","info@sweco.nl","088 811 6600","Rozenburglaan 11, 9727 DL Groningen","","2020SWECO01","","","","","",""
